,brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty,image
461,Lenovo,IdeaPad Gaming 3 82K200X3IN Laptop,66990,67.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iILs0O0Xc-w1200-h1200/ILs0O0Xc.jpg
462,HP,Pavilion 15-eg2009TU Laptop,61990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iQ2AwqUqH-w1200-h1200/Q2AwqUqH.jpg
463,HP,Pavilion 14-ec1003AU Laptop,51573,69.32352941,5th Gen AMD Ryzen 5 5625U ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14.0,1920,1080,Windows 11 OS,1,https://5.imimg.com/data5/SELLER/Default/2022/6/RW/MU/EF/2106988/14-ec1003au-hp-pavilion-laptop-1000x1000.jpg
464,Acer,Aspire 3 A315-58 Laptop UN.ADDSI.036 Laptop,31500,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows OS,1,https://th.bing.com/th/id/OIP.cB-rjemV2QbtTanrAWjMBwHaFH?rs=1&pid=ImgDetMain
465,Acer,Extensa EX215-54 NX.EGJSI.00E Laptop,29000,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1,"https://static.toiimg.com/thumb/resizemode-4,msid-86685874,imgsize-200,width-600,imgv-1/86685874.jpg"
466,HP,15s-eq2143au Laptop,32990,69.32352941,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows OS,1,https://cdn1.smartprix.com/rx-iAKMUE8VT-w1200-h1200/AKMUE8VT.jpg
467,Lenovo,Ideapad 15ALC6 82KU017KIN Laptop,36990,69.32352941,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ixRai9huJ-w1200-h1200/xRai9huJ.jpg
468,Apple,MacBook Pro 14 inch MKGQ3HN Laptop,239900,69.32352941,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB,Unified,1TB,SSD,16-core GPU,14.2,3024,1964,Mac OS,1,https://th.bing.com/th/id/OIP.Hmprff1IPtUW5y7UWw7tYgHaFB?rs=1&pid=ImgDetMain
469,Apple,MacBook Pro 16 inch MK1A3HN Laptop,309490,60.0,Apple M1 Max M1 Max,10 Cores,32GB,Unified,1TB,SSD,32-core GPU,16.2,3456,2234,Mac OS,1,https://th.bing.com/th/id/OIP.v9xMNPXLQ3Ot612_6jPcswAAAA?rs=1&pid=ImgDetMain
470,Dell,Inspiron 3511 Laptop,49990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10  OS,1,https://m.media-amazon.com/images/I/81x8wuiiloS.jpg
471,Dell,Inspiron 3511 Laptop,40250,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated,15.6,1920,1080,Windows 10 OS,1,https://th.bing.com/th/id/OIP.E-qt9BrIaP7ltLvIAsLtKwHaFJ?rs=1&pid=ImgDetMain
472,Asus,VivoBook F571LH-BQ435T Gaming Laptop,59990,72.0,10th Gen Intel Core i7 10870H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 10 OS,1,https://cdn1.smartprix.com/rx-igpMGtT76-w1200-h1200/gpMGtT76.jpg
473,Dell,Inspiron 3511 Laptop,57990,65.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,1TB,Hard-Disk,2GB NVIDIA GeForce MX350,15.6,1920,1080,Windows 10 OS,1,https://cdn.devicebeast.com/laptop/img/optimised-poster/dell-inspiron-15-3521.jpg
474,Realme,Book Slim Laptop,36999,69.32352941,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,LPDDR4x,256GB,SSD,Intel UHD Graphics,14.0,1440,2160,Windows 10 OS,1,https://images.news18.com/ibnlive/uploads/2021/09/realme-book-slim-main-163118253016x9.jpg
475,Xiaomi,RedmiBook Pro 15 Laptop,53990,67.0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10  OS,1,https://th.bing.com/th/id/OIP.NvqGgLYYwuOheCAIhvCITQAAAA?rs=1&pid=ImgDetMain
476,Xiaomi,RedmiBook Pro 14 Laptop,48990,62.0,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14.0,2560,1600,Windows 10  OS,1,https://neofiliac.com/x/P/32/34/1614596408.jpg
477,Vaio,SE14 NP14V3IN033P Laptop,39990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,1080,Windows 10 OS,2,https://cdn1.smartprix.com/rx-ihUEZuxlE-w420-h420/vaio-se14-np14v3in03.jpg
478,HP,15s-GR0012AU Laptop,37290,61.0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,AMD Radeon Vega 6,15.6,1920,1080,Windows 10 OS,1,https://in-media.apjonlinecdn.com/catalog/product/cache/b3b166914d87ce343d4dc5ec5117b502/3/5/35K35PA-1_T1611630561.png
479,Microsoft,Surface Laptop 3 1873,60390,69.32352941,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB,DDR4,128GB,SSD,AMD Radeon Vega 9,15.0,2496,1664,Windows 10 OS,1,https://pcrenewed.it/wp-content/uploads/2023/03/Surface-Laptop-3-Pcrenewed-2.jpg
480,Huawei,MateBook D15 Laptop,54999,65.0,3rd Gen AMD Ryzen 5 3500U ,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,2GB NVIDIA GeForce MX250,15.6,1920,1080,Windows 10 OS,1,https://th.bing.com/th/id/OIP.vAh3i76hJU1dfnfIptpmGAHaFs?rs=1&pid=ImgDetMain
481,HP,EliteBook 840 G6,90464,69.32352941,8th Gen Intel Core i5 8265U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Integrated UHD Graphics 620,14.0,1920,1080,Windows 10 OS,3,https://d28i4xct2kl5lp.cloudfront.net/product_images/117097_9b54d211-de51-4d91-b37d-91f1eb86e3bb.jpg
482,Acer,Swift SF514-52T NX.GTMSI.025 Laptop,54490,61.0,8th Gen Intel Core i5 8250U,"Quad Core, 8 Threads",8GB,DDR3,512GB,SSD,Intel Integrated UHD 620,14.0,1920,1080,Windows 10 OS,1,https://cdn1.smartprix.com/rx-itHRZmO47-w1200-h1200/tHRZmO47.jpg
483,Apple,MacBook Pro 2018 13-inch Touch Bar Laptop,199900,69.32352941,Intel,Quad Core,8GB,DDR3,512GB,SSD,Intel Iris Plus Graphics 655,13.3,1600,2560,Mac High Sierra OS,1,https://th.bing.com/th/id/OIP.2URggk9JxUpL0HC76m3gPwAAAA?rs=1&pid=ImgDetMain
484,Dell,Latitude 13 5320 2 in 1 Laptop,89999,62.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics,13.3,1920,1080,Windows 10  OS,1,https://th.bing.com/th/id/OIP.fZocRkj0yLYOqwXBSMWJiwHaHa?rs=1&pid=ImgDetMain
485,Dell,Latitude 9430 Laptop,260000,62.0,12th Gen Intel Core i7 1265U,"10 Cores (2P + 8E), 12 Threads",32GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.1,2560,1600,Windows OS,1,https://th.bing.com/th/id/OIP.vtO6rI_V-cyxO4UTWV3xGQHaHa?rs=1&pid=ImgDetMain
486,Acer,Aspire Lite 15 AL15-51 2023  Laptop,45999,64.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iwwyjnuOS-w1200-h1200/wwyjnuOS.jpg
487,Lenovo,Thinkpad P16s 21BTS0DG00 Laptop,106990,69.0,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,16.0,1920,1200,Windows 11 OS,3,https://cdn1.smartprix.com/rx-i1bHmCS8r-w1200-h1200/1bHmCS8r.jpg
488,Lenovo,ThinkPad X1 Carbon 21HMS00000 Laptop,221990,64.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,14.0,1920,1200,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/Y6xqw36GXuNQdyfpabHVMn.jpg
489,Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,146990,86.0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,2TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16.0,2560,1600,Windows 11 OS,1,https://th.bing.com/th/id/OIP.a2bRutpxW-Auypv_3gRubwHaFj?rs=1&pid=ImgDetMain
490,Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,52990,62.0,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11  OS,1,https://cdn1.smartprix.com/rx-iDERVFBsC-w1200-h1200/DERVFBsC.jpg
491,Acer,Swift 3 SF314-512 NX.K0FSI.002 Laptop,59990,69.32352941,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,14.0,2560,1440,Windows 11 OS,1,https://th.bing.com/th/id/OIP.vHl7OEAbWpl44WmiJZSAzQHaFC?rs=1&pid=ImgDetMain
492,Dell,Inspiron 15 3511 Laptop,52990,69.32352941,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1920,1080,Windows 11  OS,1,https://cdn.devicebeast.com/laptop/img/optimised-poster/dell-inspiron-15-3521.jpg
493,Samsung,Galaxy Book2 15 Laptop,64490,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/Zm4CvDw2F3oWjqXP9Ug6E6.jpg
494,Samsung,Galaxy Book2 Laptop,78990,62.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,LPDDR4x,512GB,SSD,4GB Intel Arc A350M Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/Zm4CvDw2F3oWjqXP9Ug6E6.jpg
495,Samsung,Galaxy Book2 15 Laptop,59900,69.32352941,12th Gen Intel Core i5 1235U ,"10 Cores, 12 Threads",8GB,LPDDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn.mos.cms.futurecdn.net/Zm4CvDw2F3oWjqXP9Ug6E6.jpg
496,HP,Pavilion 14-EC1019AU Laptop,55990,69.32352941,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-igHREyGfm-w1200-h1200/gHREyGfm.jpg
497,Lenovo,V15-IGL 82C3A008IH Laptop,19990,69.32352941,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD,15.6,1920,1080,DOS OS,1,https://cdn1.smartprix.com/rx-izh5ytwcc-w420-h420/lenovo-v15-igl-82c3a.jpg
498,Realme,Book Prime Laptop,47990,63.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16GB,LPDDR4X,512GB,SSD,Intel Iris Xe Graphics,14.0,2160,1440,Windows 11 OS,1,https://images.news18.com/ibnlive/uploads/2022/02/realme-book-prime-hero-164606600016x9.jpg
499,Samsung,Galaxy Book2 Pro 360 13 Laptop,112990,72.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1,https://www.gizchina.com/wp-content/uploads/images/2022/12/samsung-galaxy-book-pro-360-15-inch.jpg
500,Samsung,Galaxy Book2 Pro 13 Laptop,101990,67.0,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1,https://th.bing.com/th/id/OIP.xt-fYCqGwug2ZNRqCfdEPQHaE8?rs=1&pid=ImgDetMain
501,Samsung,Galaxy Book2 Pro 360 13 Laptop,102990,71.0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,13.3,1080,1920,Windows 11 OS,1,https://th.bing.com/th/id/OIP.P8w74J9K3XyssEjWFNFiuQAAAA?rs=1&pid=ImgDetMain
502,Asus,Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop,33499,69.32352941,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",4GB,LPDDR4X,128GB,Hard-Disk,Intel UHD Graphics,13.3,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.0OJNZAu501Osm5l9R852sQHaEr?rs=1&pid=ImgDetMain
503,HP,15s-eq2143au Laptop,33999,69.32352941,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows OS,1,https://th.bing.com/th/id/OIP.Nrh4mi1zmzkYVUvlGIyRqwHaHa?rs=1&pid=ImgDetMain
504,Apple,MacBook Pro 16 inch MK183HN Laptop,215994,69.32352941,Apple M1 Pro M1 Pro,10 Cores,16GB,Unified,512GB,SSD,16-core GPU,16.2,3456,2234,Mac OS,1,https://th.bing.com/th/id/OIP.xj6S67QwgdpxABbpbYf9nwHaHa?rs=1&pid=ImgDetMain
505,Apple,MacBook Pro 14 inch MKGQ3HN Laptop,215994,69.32352941,Apple M1 Pro M1 Pro,10 Cores (8P + 2E),16GB,Unified,1TB,SSD,16-core GPU,14.2,3024,1964,Mac OS,1,https://th.bing.com/th/id/OIP.n9ygplTS5yQunU1wE5FWZQAAAA?rs=1&pid=ImgDetMain
506,Asus,VivoBook X509FA-BR301T Laptop,26500,69.32352941,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",4GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,1920,1080,Windows 10 OS,1,https://www.topprice.in/image/cache/catalog/datayuge_feed/014ad24d03526c8feb78673bf4cc257697164fc3-600x600.jpg
507,Xiaomi,Mi Notebook Pro X 15 Laptop,79990,65.0,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,2160,3456,Windows 10  OS,1,https://th.bing.com/th/id/OIP.HeYbflbePqBTVBLakQgGKAHaEk?rs=1&pid=ImgDetMain
508,Dell,Inspiron 5518 Laptop,68000,70.0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 10 OS,1,https://th.bing.com/th/id/OIP.Rim8_lBegu632YZDhLP1vAHaHa?rs=1&pid=ImgDetMain
509,Lenovo,IdeaPad 3 15ITL6 82H8014BIN Laptop,47925,60.0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 10 OS,1,https://img.pccomponentes.com/articles/1033/10332875/1606-lenovo-ideapad-3-15itl6-intel-core-i5-1135g7-8-gb-512-gb-ssd-156.jpg
510,Xiaomi,RedmiBook Pro 15 Laptop,59990,70.0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,3200,2000,Windows 10  OS,1,https://assets.mspimages.in/wp-content/uploads/2021/08/RedmiBook15Pro-2.jpg
511,Dell,Latitude 3410 Laptop,67800,69.32352941,10th Gen Intel Core i5 10210U ,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,Intel HD,14.0,1366,768,Ubuntu OS,1,https://th.bing.com/th/id/OIP.I74VvH8LlwAmWI3iLoQxYAHaGk?rs=1&pid=ImgDetMain
512,Microsoft,Surface Laptop 3 1873,60490,69.32352941,3rd Gen AMD Ryzen 5  3580U,"Quad Core, 8 Threads",8GB,DDR4,128GB,SSD,AMD Radeon Vega 9,15.0,2496,1664,Windows 10 OS,1,https://th.bing.com/th/id/OIP.wnoaxylvBGxYtQZIETl8IAHaHa?rs=1&pid=ImgDetMain
513,Apple,MacBook Air 2020 Laptop,72999,69.32352941,10th Gen Intel Core i3,"Quad Core, 8 Threads",8GB,LPDDR4X,256GB,SSD,Intel Iris Plus,13.3,2560,1600,Mac 10.15.3	 OS,0,https://cdn.mobilesyrup.com/wp-content/uploads/2020/05/macbook-air-2020-front-scaled.jpg
514,Apple,MacBook Air 2020 Laptop,109999,69.32352941,10th Gen Intel Core i7,"Quad Core, 8 Threads",8GB,LPDDR4X,512GB,SSD,Intel Iris Plus,13.3,2560,1600,Mac 10.15.3	 OS,0,https://static-geektopia.com/storage/geek/products/apple/macbook-air-finales-2020/macbook-air-gallery3-20201110.jpeg
515,Dell,Inspiron 5370 Laptop,87990,67.0,8th Gen Intel Core i7 8550U,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,4GB Geforce MX130,13.3,1920,1080,Windows 10 OS,1,https://th.bing.com/th/id/OIP.jv1SkYVG652Kz7LuuNwYxQHaFE?rs=1&pid=ImgDetMain
516,HP,ZBook 15 G6 Laptop,121900,69.0,9th Gen intel Core i7 9750H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics 630,15.6,3840,2160,Windows 10 OS,0,https://th.bing.com/th/id/OIP.nfHBSTPS7cZIgJc2trKZowHaFC?rs=1&pid=ImgDetMain
517,Asus,ZenBook Pro 15 UX580GE-E2032T Laptop,136490,69.32352941,8th Gen Intel Core i9 8950HK,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA Geforce GTX 1050Ti,15.6,3840,2160,Windows 10 OS,1,https://th.bing.com/th/id/OIP.GOzsJE3OqoLmg--MVG0PHAHaHa?rs=1&pid=ImgDetMain
518,Gigabyte,G5 MF-E2IN313SHLaptop,143700,77.0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,2,https://laptopmedia.com/wp-content/uploads/2022/01/71BDvXoVQfL._AC_SL1500_.jpg
519,HP,15s-er2004AU Laptop,50490,69.32352941,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iqXKq4bHX-w1200-h1200/qXKq4bHX.jpg
520,Dell,Inspiron 3530 IN3530RMD8W001ORS1 Laptop,71990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,1TB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iN5RyX8ql-w420-h420/dell-inspiron-3530-i.jpg
521,Dell,G15-5530 15 2023 Gaming Laptop,136899,75.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16GB,DDR5,1TB,SSD,6GB NVIDIA GeForce RTX 4050,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iv2nSwU5R-w1200-h1200/v2nSwU5R.jpg
522,Lenovo,IdeaPad Flex 5 82R9008FIN Laptop,62990,69.0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14.0,1920,1200,Windows 11 OS,1,https://techstoriesindia.in/wp-content/uploads/2022/07/Lenovo-IdeaPad-Flex-5-82R9008GIN-front-1200x1018.jpg
523,Asus,Vivobook Go 14 E1404FA-NK547WS Laptop,43990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-i68Na06Rc-w1200-h1200/68Na06Rc.jpg
524,Acer,Aspire 3 A315-24P NX.KDESI.00B Laptop,33990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1,https://s13emagst.akamaized.net/products/53590/53589193/images/res_fc2125df767c384f107450c9f6d35665.jpg
525,Asus,Vivobook 15X OLED M3504YA-LK552WS Laptop,58990,65.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iLq2VutUo-w1200-h1200/Lq2VutUo.jpg
526,MSI,Pulse 15 B13VGK-1296IN Gaming Laptop,154990,71.0,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 4070,15.6,2560,1440,Windows 11 OS,2,https://th.bing.com/th/id/OIP.dvlhIysGcWLcxWOxO80gcAHaHa?rs=1&pid=ImgDetMain
527,MSI,Summit B15 A11M-236IN Laptop,69990,64.0,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16GB,DDR4,1TB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 10 OS,2,https://cdn1.smartprix.com/rx-i44mmtQ0f-w1200-h1200/44mmtQ0f.jpg
528,Lenovo,Thinkpad L14 Gen 2 ‎20X1S10V00 Laptop,50000,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14.0,1920,1080,DOS OS,3,https://th.bing.com/th/id/OIP.rvrw0p3-k6wpbB7wM0itYQAAAA?rs=1&pid=ImgDetMain
529,Lenovo,V15 G4 Laptop,36990,69.32352941,7th Gen AMD Ryzen 5 7520U ,"Quad Core, 8 Threads",8GB,DDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.w8iCyrkN4j5KKlS6bcNMUwHaHa?rs=1&pid=ImgDetMain
530,Asus,Vivobook 15X OLED M3504YA-LK741WS Laptop,76500,66.0,7th Gen AMD Ryzen 7  7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,Integrated AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iLq2VutUo-w1200-h1200/Lq2VutUo.jpg
531,Lenovo,IdeaPad 3 15IAU7 82RK00WXIN Laptop,33990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,256GB,SSD,Intel UHD Graphics ,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.6RiSIKnkAF1GK_4xoVpVhwHaFj?rs=1&pid=ImgDetMain
532,Lenovo,IdeaPad 1 15AMN7 82VG00ERIN Laptop,32990,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon 610M,15.6,1920,1080,Windows 11 OS,1,https://i.otto.de/i/otto/43b2a87e-ab71-5df0-a759-56dde9571d9f/lenovo-ideapad-1-15amn7-notebook-39-62-cm-15-6-zoll-amd-ryzen-3-7320u-radeontm-610m-256-gb-ssd.jpg?$formatz$
533,Asus,Vivobook 16X K3605VU-MB541WS Laptop,103221,69.0,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920,1200,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iOS7dujUa-w1200-h1200/OS7dujUa.jpg
534,Asus,Vivobook 16X K3605ZU-MB542WS Laptop,89990,71.0,12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA Geforce RTX 4050,16.0,1920,1200,Windows 11 OS,1,https://m.media-amazon.com/images/I/71EjVxkxwNL._SL1500_.jpg
535,Lenovo,IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop,56990,69.0,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050 ,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.HjXp-9PfH3rsHdzMF3KrswHaFV?rs=1&pid=ImgDetMain
536,Asus,Vivobook Go 14 E1404FA-NK543WS Laptop,44980,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14.0,1920,1080,Windows 11 OS,1,https://cdn1.smartprix.com/rx-iOb9gzKc1-w1200-h1200/Ob9gzKc1.jpg
537,Asus,Vivobook Go 14 E410KA-EK013W Laptop,23990,69.32352941,Intel   N4500,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,Intel Integrated UHD,14.0,1920,1080,Windows OS,1,https://cdn1.smartprix.com/rx-itdfBm7e9-w1200-h1200/tdfBm7e9.jpg
538,Asus,Vivobook Pro 15 OLED M6500QC-LK741WS Laptop,76990,63.0,5th Gen AMD Ryzen 7 5800HS,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1,https://th.bing.com/th/id/OIP.Voak2nzT9vux_Vxkf-vj9QHaFj?rs=1&pid=ImgDetMain
539,Acer,Chromebook CB314-3H NX.K04SI.008 Laptop,26920,69.32352941,Intel Celeron N4500,"Dual Core, 2 Threads",8GB,LPDDR4X,64GB,SSD,Intel Integrated UHD,14.0,1080,1920,Chrome OS,1,https://cdn1.smartprix.com/rx-i0UU0KgoJ-w1200-h1200/0UU0KgoJ.jpg
540,Ultimus,Lite NU14U4INC44BN-CS Laptop,14490,69.32352941,Intel Celeron  N4020,"Dual Core, 2 Threads",4GB,DDR4,256GB,SSD,Intel Integrated UHD Graphics,14.1,1366,768,Windows 11 OS,1,https://cdn1.smartprix.com/rx-ivOEmUGYL-w420-h420/ultimus-s151-nu14u2i.jpg
